title,url
"AN ACT ESTABLISHING IN THE MUNICIPALITY OF LILOY, PROVINCE OF ZAMBOANGA DEL NORTE, A LEVEL II GENERAL HOSPITAL TO BE KNOWN AS THE LILOY GENERAL HOSPITAL, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99749
"AN ACT RECOGNIZING SINGAPORE SCHOOL CEBU AS AN EDUCATIONAL INSTITUTION OF INTERNATIONAL CHARACTER, AND GRANTING CERTAIN PREROGATIVES CONDUCIVE TO ITS DEVELOPMENT AND GROWTH",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99751
"AN ACT RECOGNIZING SINGAPORE SCHOOL CLARK AS AN EDUCATIONAL INSTITUTION OF INTERNATIONAL CHARACTER, AND GRANTING CERTAIN PREROGATIVES CONDUCIVE TO ITS DEVELOPMENT AND GROWTH",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99756
"AN ACT RECOGNIZING SINGAPORE SCHOOL MANILA AS AN EDUCATIONAL INSTITUTION OF INTERNATIONAL CHARACTER, AND GRANTING CERTAIN PREROGATIVES CONDUCIVE TO ITS DEVELOPMENT AND GROWTH",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99759
"AN ACT RECOGNIZING SINGAPORE SCHOOL MANILA GREEN CAMPUS AS AN EDUCATIONAL INSTITUTION OF INTERNATIONAL CHARACTER, AND GRANTING CERTAIN PREROGATIVES CONDUCIVE TO ITS DEVELOPMENT AND GROWTH",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99760
"AN ACT INSTITUTIONALIZING THE TRANSITION OF THE GOVERNMENT TO E-GOVERNANCE, STRENGTHENING THE ICT ACADEMY, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99787
"AN ACT DECLARING THE PHILIPPINE STATE COLLEGE OF AERONAUTICS AS THE NATIONAL PROFESSIONAL INSTITUTION FOR AVIATION RENAMING IT THE NATIONAL AVIATION ACADEMY OF THE PHILIPPINES, AND APPROPRIATING FUND THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99799
"AN ACT LIBERALIZING THE LEASE OF PRIVATE LANDS BY FOREIGN INVESTORS, ESTABLISHING THE STABILITY OF LONG-TERM LEASE CONTRACTS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 7652, OTHERWISE KNOWN AS THE ""INVESTORS' LEASE ACT""",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99676
"AN ACT AMENDING SECTIONS 134 AND 168 OF REPUBLIC ACT NO. 8424, OTHERWISE KNOWN AS THE NATIONAL INTERNAL REVENUE CODE OF 1997, AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99624
"AN ACT DECLARING MAASIN CITY AND THE MUNICIPALITIES OF MALITBOG AND PADRE BURGOS, ALL IN THE PROVINCE OF SOUTHERN LEYTE, AS TOURISM ZONES",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99653
"AN ACT ESTABLISHING IN THE MUNICIPALITY OF BALER, PROVINCE OF AURORA, A LEVEL III GENERAL HOSPITAL, TO BE KNOWN AS THE AURORA MEDICAL CENTER, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99654
"AN ACT CREATING ONE (1) ADDITIONAL BRANCH OF THE REGIONAL TRIAL COURT IN THE SEVENTH JUDICIAL REGION TO BE STATIONED IN THE MUNICIPALITY OF MOALBOAL, PROVINCE OF CEBU, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(H) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99655
"AN ACT ESTABLISHING A HIGH SCHOOL FOR SPORTS IN THE MUNICIPALITY OF BAGAC, PROVINCE OF BATAAN TO BE KNOWN AS THE BATAAN HIGH SCHOOL FOR SPORTS, AND APPROPRIATING FUNDS THEREFOR",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99656
"AN ACT CREATING ONE (1) ADDITIONAL BRANCH OF THE REGIONAL TRIAL COURT IN THE SECOND JUDICIAL REGION TO BE STATIONED IN THE MUNICIPALITY OF ALICIA, PROVINCE OF ISABELA, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(B) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99659
"AN ACT CREATING TWO (2) ADDITIONAL BRANCHES OF THE REGIONAL TRIAL COURT AND TWO (2) ADDITIONAL BRANCHES OF THE MUNICIPAL TRIAL COURT IN CITIES IN THE ELEVENTH JUDICIAL REGION TO BE STATIONED IN THE CITY OF MATI, PROVINCE OF DAVAO ORIENTAL, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(L) AND SECTION 29 OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99666
"AN ACT CREATING TWO (2) ADDITIONAL BRANCHES OF THE REGIONAL TRIAL COURT IN THE SECOND JUDICIAL REGION TO BE STATIONED IN THE CITY OF ILAGAN AND IN THE MUNICIPALITY OF TUMAUINI, PROVINCE OF ISABELA, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 14(B) OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99668
"AN ACT CREATING TWO (2) ADDITIONAL BRANCHES OF THE MUNICIPAL TRIAL COURT IN CITIES IN THE ELEVENTH JUDICIAL REGION TO BE STATIONED IN THE CITY OF TAGUM, PROVINCE OF DAVAO DEL NORTE, AND APPROPRIATING FUNDS THEREFOR, AMENDING FOR THE PURPOSE SECTION 29 OF BATAS PAMBANSA BLG. 129, OTHERWISE KNOWN AS ""THE JUDICIARY REORGANIZATION ACT OF 1980"", AS AMENDED",https://elibrary.judiciary.gov.ph/thebookshelf/showdocs/2/99667
